Boy129,88,79,16,Generous,85
Boy130,236,77,57,Generous,23
Boy131,170,79,13,Miser,85
Boy132,61,65,81,Miser,49
Boy133,47,34,79,Miser,51
Boy134,27,48,61,Generous,92
Boy135,75,6,37,Generous,33
Boy136,200,38,47,Miser,91
Boy137,221,70,39,Miser,45
Boy138,58,32,15,Generous,93
Boy139,72,13,72,Miser,79
Boy140,104,69,52,Miser,87
Boy141,45,7,6,Miser,14
Boy142,104,32,25,Generous,29
Boy143,234,85,49,Generous,47
Boy144,84,82,26,Miser,3
Boy145,145,92,23,Generous,24
Boy146,236,58,49,Generous,55
Boy147,225,12,66,Miser,88
Boy148,121,84,41,Miser,9
Boy149,71,4,17,Generous,90
Boy150,90,99,63,Generous,4
Boy151,71,0,42,Generous,54
Boy152,197,39,39,Miser,29
Boy153,248,13,81,Miser,1
Boy154,244,1,42,Generous,19
Boy155,243,93,62,Generous,32
Boy156,50,22,72,Miser,4
Boy157,18,24,88,Miser,89
Boy158,194,25,80,Generous,49
Boy159,222,4,21,Generous,74
Boy160,168,22,19,Miser,44
Boy161,74,41,87,Miser,24
Boy162,204,0,72,Generous,56
Boy163,215,81,81,Miser,84
Boy164,68,51,10,Generous,7
Boy165,24,99,59,Generous,6
Boy166,192,32,43,Miser,89
Boy167,37,70,18,Miser,73
Boy168,146,66,12,Miser,12
Boy169,217,11,57,Generous,27
Boy170,69,66,87,Miser,55
Boy171,236,12,37,Miser,43
Boy172,187,56,25,Miser,7
Boy173,61,32,91,Miser,79
Boy174,175,25,7,Miser,40
Boy175,88,15,29,Miser,20
Boy176,218,38,61,Miser,33
Boy177,4,38,17,Generous,96
Boy178,44,34,92,Generous,97
Boy179,205,69,86,Miser,90
Boy180,20,61,15,Miser,74
Boy181,234,68,51,Generous,67
Boy182,215,62,5,Miser,17
Boy183,225,48,39,Miser,91
Boy184,81,74,53,Miser,76
Boy185,79,17,3,Generous,13
Boy186,118,20,91,Miser,59
Boy187,47,41,96,Generous,48
Boy188,35,24,8,Generous,98
Boy189,70,76,7,Miser,68
Boy190,193,22,77,Generous,18
Boy191,30,37,69,Miser,29
Boy192,121,6,48,Miser,26
Boy193,204,36,37,Miser,31
Boy194,214,70,15,Generous,24
Boy195,146,75,87,Miser,18
Boy196,77,88,26,Generous,13
Boy197,158,47,44,Miser,61
Boy198,12,55,6,Miser,95
Boy199,98,44,52,Miser,41
